yearcombine,idplayer,namefirst,namelast,nameplayer,slugposition,heightwoshoesinches,heightwoshoes,weightlbs,wingspaninches,wingspan,reachstandinginches,reachstandingo,verticalleapstandinginches,verticalleapmaxinches,timelaneagility,timethreequartercourtsprint,repsbenchpress135
2007,12187,Taj,Gray,Taj Gray,PF-SF,79.25,6' 7.25'',231.0,84.75,7' 0.75'',107.0,8' 11'',28.5,33.0,11.02,3.45,10.0
2007,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',216.0,78.25,6' 6.25'',99.0,8' 3'',28.0,33.5,11.3,3.46,16.0
2007,12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',219.0,84.25,7' 0.25'',107.5,8' 11.5'',27.5,31.5,11.34,3.46,10.0
2007,12190,Eric,Hicks,Eric Hicks,PF,76.75,6' 4.75'',238.0,85.5,7' 1.5'',105.5,8' 9.5'',30.0,34.0,12.06,3.34,20.0
2007,12191,Tedric,Hill,Tedric Hill,SF-PF,79.75,6' 7.75'',236.0,85.0,7' 1'',107.0,8' 11'',30.0,36.5,12.23,3.24,1.0
2007,200812,Daniel,Horton,Daniel Horton,PG-SG,72.5,6' 0.5'',198.0,79.0,6' 7'',96.5,8' 0.5'',30.0,36.5,10.35,3.16,17.0
2007,200780,Solomon,Jones,Solomon Jones,PF-C,80.5,6' 8.5'',224.0,88.75,7' 4.75'',109.0,9' 1'',32.0,39.0,11.27,3.3,6.0
2007,200784,Bobby,Jones,Bobby Jones,SF-SG,77.75,6' 5.75'',211.0,81.5,6' 9.5'',101.5,8' 5.5'',28.5,34.5,11.23,3.28,15.0
2007,12192,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,6' 5.25'',202.0,81.25,6' 9.25'',104.0,8' 8'',29.0,34.5,11.4,3.24,11.0
2007,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',266.0,87.0,7' 3'',104.0,8' 8'',28.0,32.0,11.42,3.34,13.0
2007,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',179.0,78.75,6' 6.75'',100.5,8' 4.5'',29.0,35.5,10.67,3.3,5.0
2007,12194,Carl,Krauser,Carl Krauser,PG,71.75,5' 11.75'',190.0,78.25,6' 6.25'',97.0,8' 1'',26.0,31.0,11.62,3.38,8.0
2007,200840,Chris,McCray,Chris McCray,SG,75.0,6' 3'',187.0,77.75,6' 5.75'',96.5,8' 0.5'',30.5,39.0,11.46,3.34,1.0
2007,201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',177.0,72.75,6' 0.75'',92.5,7' 8.5'',27.0,32.0,11.28,3.4,3.0
2007,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',232.0,84.0,7' 0'',105.5,8' 9.5'',31.5,36.0,11.47,3.29,19.0
2007,200859,Paul,Miller,Paul Miller,PF-C,80.5,6' 8.5'',251.0,84.0,7' 0'',101.5,8' 5.5'',29.0,35.5,12.25,3.66,25.0
2007,200794,Paul,Millsap,Paul Millsap,PF,78.25,6' 6.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',28.5,32.5,11.67,3.3,15.0
2007,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,6' 2'',208.0,78.5,6' 6.5'',98.5,8' 2.5'',37.5,41.5,11.45,3.16,17.0
2007,200747,Adam,Morrison,Adam Morrison,SF,78.5,6' 6.5'',198.0,82.0,6' 10'',105.0,8' 9'',25.5,30.5,11.46,3.37,11.0
2007,12195,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,6' 7.75'',258.0,88.25,7' 4.25'',107.0,8' 11'',26.5,26.0,12.57,3.65,8.0
2007,200786,David,Noel,David Noel,SF-SG,76.5,6' 4.5'',223.0,81.5,6' 9.5'',100.0,8' 4'',34.5,38.5,10.54,3.07,20.0
2007,200779,Steve,Novak,Steve Novak,SF,80.0,6' 8'',216.0,81.5,6' 9.5'',103.0,8' 7'',24.5,31.0,11.11,3.37,5.0
2007,200753,Patrick,O'Bryant,Patrick O'Bryant,C,83.0,6' 11'',249.0,89.75,7' 5.75'',113.0,9' 5'',26.5,30.0,12.68,3.63,13.0
2007,12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,6' 2.75'',204.0,79.5,6' 7.5'',100.5,8' 4.5'',29.5,35.5,11.91,3.08,7.0
2007,200809,Chris,Quinn,Chris Quinn,PG-SG,72.5,6' 0.5'',175.0,77.0,6' 5'',94.0,7' 10'',32.0,37.0,11.25,3.25,7.0
2007,200810,Allan,Ray,Allan Ray,SG,73.0,6' 1'',204.0,80.5,6' 8.5'',99.5,8' 3.5'',28.5,35.5,11.01,3.2,9.0
2007,200755,JJ,Redick,JJ Redick,SG,76.0,6' 4'',190.0,75.25,6' 3.25'',97.5,8' 1.5'',27.5,33.0,10.94,3.29,6.0
2007,201015,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,6' 6.25'',217.0,86.5,7' 2.5'',105.5,8' 9.5'',29.0,32.5,11.73,3.4,12.0
2007,200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,6' 5.25'',207.0,80.0,6' 8'',101.0,8' 5'',34.0,40.5,11.13,3.27,6.0
2007,-1,Blake,Schilb,Blake Schilb,PG-SG,77.25,6' 5.25'',209.0,80.75,6' 8.75'',102.0,8' 6'',28.5,34.5,11.25,3.43,13.0
2007,200754,Mouhamed,Sene,Mouhamed Sene,C,83.0,6' 11'',237.0,92.5,7' 8.5'',113.0,9' 5'',28.5,31.0,12.52,3.38,7.0
2007,200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,6' 8.25'',223.0,88.25,7' 4.25'',108.5,9' 0.5'',30.5,35.0,11.05,3.31,15.0
2007,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,6' 7'',220.0,83.5,6' 11.5'',104.5,8' 8.5'',30.0,34.0,11.56,3.4,9.0
2007,200783,Craig,Smith,Craig Smith,PF,77.5,6' 5.5'',259.0,81.5,6' 9.5'',103.5,8' 7.5'',30.0,29.5,11.59,3.4,
2007,200848,Steven,Smith,Steven Smith,SF-PF,79.5,6' 7.5'',238.0,84.5,7' 0.5'',104.0,8' 8'',29.5,34.5,12.08,3.4,15.0
2007,23033,Michael,Southhall,Michael Southhall,C,81.5,6' 9.5'',241.0,88.25,7' 4.25'',107.5,8' 11.5'',31.5,37.0,12.29,3.51,2.0
2007,12199,Frans,Steyn,Frans Steyn,C,85.25,7' 1.25'',280.0,86.25,7' 2.25'',109.0,9' 1'',28.5,29.5,11.67,3.38,
2007,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,6' 1.75'',208.0,77.0,6' 5'',97.5,8' 1.5'',28.0,31.5,10.95,3.27,17.0
2007,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',217.0,87.0,7' 3'',108.0,9' 0'',34.0,39.5,11.36,3.2,8.0
2007,12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,6' 3.75'',224.0,78.5,6' 6.5'',99.5,8' 3.5'',29.0,34.0,11.58,3.31,19.0
2007,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,6' 8.5'',267.0,84.75,7' 0.75'',108.5,9' 0.5'',23.0,28.0,13.7,3.72,8.0
2007,200827,Darius,Washington,Darius Washington,PG,71.5,5' 11.5'',195.0,76.0,6' 4'',96.0,8' 0'',29.0,37.5,10.71,3.26,9.0
2007,201228,CJ,Watson,CJ Watson,PG,72.5,6' 0.5'',171.0,78.0,6' 6'',96.0,8' 0'',31.5,34.0,11.61,3.15,12.0
2007,200818,Justin,Williams,Justin Williams,C-PF,79.25,6' 7.25'',211.0,85.5,7' 1.5'',109.0,9' 1'',26.5,31.5,11.9,3.31,7.0
2007,200749,Shelden,Williams,Shelden Williams,PF-C,79.5,6' 7.5'',258.0,88.25,7' 4.25'',104.0,8' 8'',29.0,33.5,11.53,3.59,25.0
2007,200761,Shawne,Williams,Shawne Williams,SF-PF,79.25,6' 7.25'',227.0,87.0,7' 3'',104.0,8' 8'',32.0,31.0,10.69,3.3,
2007,12203,Eric,Williams,Eric Williams,C-PF,79.25,6' 7.25'',285.0,88.25,7' 4.25'',106.5,8' 10.5'',28.5,29.0,11.71,3.56,17.0
2007,200766,Marcus,Williams,Marcus Williams,PG,74.0,6' 2'',215.0,79.0,6' 7'',97.5,8' 1.5'',24.5,28.0,11.3,3.4,4.0
2007,202124,Curtis,Withers,Curtis Withers,PF-SF,78.0,6' 6'',227.0,82.0,6' 10'',101.0,8' 5'',35.0,36.5,11.54,3.1,14.0
2008,12204,Mohamed,Abukar,Mohamed Abukar,SF,80.0,6' 8'',210.0,81.0,6' 9'',103.0,8' 7'',30.5,35.0,11.78,3.37,15.0
2008,12205,Mario,Boggan,Mario Boggan,PF,77.0,6' 5'',240.0,86.0,7' 2'',107.0,8' 11'',24.0,26.5,12.18,3.45,12.0
2008,12206,Craig,Bradshaw,Craig Bradshaw,PF,80.0,6' 8'',240.0,85.5,7' 1.5'',106.5,8' 10.5'',26.0,28.0,11.88,3.54,12.0
2008,201147,Corey,Brewer,Corey Brewer,SF-SG,78.0,6' 6'',185.0,80.25,6' 8.25'',103.0,8' 7'',30.5,36.5,11.69,3.22,11.0
2008,201166,Aaron,Brooks,Aaron Brooks,PG,70.0,5' 10'',161.0,76.0,6' 4'',94.0,7' 10'',32.5,39.5,10.57,3.2,6.0
2008,201628,Bobby,Brown,Bobby Brown,PG,71.0,5' 11'',170.0,76.0,6' 4'',95.5,7' 11.5'',32.5,41.0,11.27,3.25,3.0
2008,201469,Russell,Carter,Russell Carter,SG,75.0,6' 3'',221.0,80.5,6' 8.5'',97.5,8' 1.5'',33.0,38.5,11.61,3.29,25.0
2008,12207,Coleman,Collins,Coleman Collins,PF,80.0,6' 8'',236.0,86.0,7' 2'',107.0,8' 11'',30.0,35.0,11.47,,21.0
2008,201144,Mike,Conley,Mike Conley,PG,71.0,5' 11'',175.0,77.75,6' 5.75'',94.5,7' 10.5'',35.5,40.5,11.63,3.09,13.0
2008,201161,Daequan,Cook,Daequan Cook,SG,75.0,6' 3'',203.0,80.25,6' 8.25'',101.5,8' 5.5'',30.0,34.5,11.12,3.22,4.0
2008,12208,Ryvon,Covile,Ryvon Covile,C-PF,79.0,6' 7'',250.0,85.25,7' 1.25'',107.5,8' 11.5'',25.0,30.5,12.52,3.37,19.0
2008,201159,Javaris,Crittenton,Javaris Crittenton,PG,75.0,6' 3'',194.0,77.5,6' 5.5'',98.0,8' 2'',32.5,38.0,11.6,3.32,11.0
2008,201176,Jermareo,Davidson,Jermareo Davidson,PF,81.0,6' 9'',230.0,88.0,7' 4'',109.5,9' 1.5'',27.0,30.0,12.63,3.53,7.0
2008,12209,Justin,Doellman,Justin Doellman,PF,80.0,6' 8'',205.0,80.75,6' 8.75'',105.0,8' 9'',,,,,19.0
2008,12210,Zabian,Dowdell,Zabian Dowdell,PG,73.0,6' 1'',191.0,82.0,6' 10'',100.0,8' 4'',30.0,33.5,11.13,3.29,3.0
2008,201162,Jared,Dudley,Jared Dudley,SF,77.0,6' 5'',219.0,79.0,6' 7'',102.0,8' 6'',28.0,32.0,11.32,3.45,14.0
2008,201142,Kevin,Durant,Kevin Durant,SF-PF,81.0,6' 9'',215.0,88.75,7' 4.75'',110.0,9' 2'',26.0,33.5,12.33,3.45,0.0
2008,12211,Rashaun,Freeman,Rashaun Freeman,PF,78.0,6' 6'',244.0,83.5,6' 11.5'',104.0,8' 8'',28.0,32.0,11.43,3.41,20.0
2008,201189,Aaron,Gray,Aaron Gray,C,84.0,7' 0'',271.0,87.25,7' 3.25'',108.5,9' 0.5'',27.0,32.5,12.07,3.7,17.0
2008,201145,Jeff,Green,Jeff Green,SF,79.0,6' 7'',228.0,85.25,7' 1.25'',103.0,8' 7'',33.5,38.0,12.0,3.34,17.0
2008,201192,Taurean,Green,Taurean Green,PG,71.0,5' 11'',173.0,74.25,6' 2.25'',96.0,8' 0'',29.0,32.5,11.3,3.26,8.0
2008,12212,Caleb,Green,Caleb Green,PF,78.0,6' 6'',238.0,83.75,6' 11.75'',103.0,8' 7'',28.5,36.0,11.72,3.46,9.0
2008,201150,Spencer,Hawes,Spencer Hawes,PF,82.0,6' 10'',244.0,84.5,7' 0.5'',110.0,9' 2'',26.0,29.0,11.88,3.51,9.0
2008,12214,Brandon,Heath,Brandon Heath,PG,74.0,6' 2'',181.0,79.0,6' 7'',94.0,7' 10'',32.0,36.0,11.39,3.28,11.0
2008,201195,Herbert,Hill,Herbert Hill,C,79.0,6' 7'',232.0,86.25,7' 2.25'',108.5,9' 0.5'',30.5,34.0,12.31,3.39,15.0
2008,201143,Al,Horford,Al Horford,PF,80.0,6' 8'',246.0,84.75,7' 0.75'',107.0,8' 11'',31.0,35.5,12.15,3.37,20.0
2008,12215,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,6' 5'',215.0,83.25,6' 11.25'',105.0,8' 9'',28.5,34.0,12.47,3.32,12.0
2008,12216,James,Hughes,James Hughes,C,81.0,6' 9'',209.0,87.0,7' 3'',111.0,9' 3'',31.0,33.0,13.31,3.37,8.0
2008,12217,Jeremy,Hunt,Jeremy Hunt,SG,74.0,6' 2'',198.0,80.25,6' 8.25'',101.5,8' 5.5'',30.5,33.0,12.11,3.29,10.0
2008,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,6' 8'',208.0,90.0,7' 6'',104.0,8' 8'',34.5,39.0,11.0,3.28,10.0
2008,12219,Dominic,James,Dominic James,PG,70.0,5' 10'',175.0,74.0,6' 2'',93.0,7' 9'',33.5,38.5,10.94,3.11,14.0
2008,201234,Trey,Johnson,Trey Johnson,SG,75.0,6' 3'',216.0,77.0,6' 5'',98.0,8' 2'',26.5,35.0,11.78,3.31,18.0
2008,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,6' 6'',235.0,84.0,7' 0'',105.5,8' 9.5'',25.0,30.0,12.18,3.29,20.0
2008,201185,Jared,Jordan,Jared Jordan,PG,72.0,6' 0'',183.0,72.0,6' 0'',94.0,7' 10'',24.5,28.5,11.02,3.39,6.0
2008,201207,Coby,Karl,Coby Karl,SG-PG,75.0,6' 3'',204.0,83.0,6' 11'',99.5,8' 3.5'',32.0,34.5,11.57,3.41,9.0
2008,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,6' 9'',237.0,82.5,6' 10.5'',106.5,8' 10.5'',25.5,30.0,11.19,3.42,19.0
2008,201171,Carl,Landry,Carl Landry,PF,79.0,6' 7'',248.0,83.0,6' 11'',102.5,8' 6.5'',31.5,36.5,11.35,3.29,21.0
2008,201186,Stephane,Lasme,Stephane Lasme,PF,77.0,6' 5'',213.0,86.0,7' 2'',107.0,8' 11'',29.5,36.0,11.73,3.22,17.0
2008,201151,Acie,Law,Acie Law,PG,74.0,6' 2'',186.0,78.5,6' 6.5'',98.0,8' 2'',29.0,34.0,11.0,3.22,8.0
2008,12222,Marko,Lekic,Marko Lekic,C,81.0,6' 9'',267.0,85.0,7' 1'',108.5,9' 0.5'',24.0,30.5,11.96,3.43,19.0
2008,12223,Ron,Lewis,Ron Lewis,SG,74.0,6' 2'',194.0,78.5,6' 6.5'',99.0,8' 3'',33.0,38.0,11.59,3.22,16.0
2008,201858,Cartier,Martin,Cartier Martin,SF,76.0,6' 4'',218.0,82.0,6' 10'',103.5,8' 7.5'',27.0,29.5,12.1,3.43,11.0
2008,201187,Dominic,McGuire,Dominic McGuire,SF,79.0,6' 7'',220.0,82.5,6' 10.5'',104.0,8' 8'',28.5,34.5,10.95,3.25,12.0
2008,201177,Josh,McRoberts,Josh McRoberts,PF,80.0,6' 8'',240.0,85.0,7' 1'',106.5,8' 10.5'',27.5,31.5,11.7,3.47,12.0
2008,201197,Sammy,Mejia,Sammy Mejia,SG,77.0,6' 5'',218.0,83.0,6' 11'',105.0,8' 9'',27.0,31.5,11.87,3.49,7.0
2008,12224,Brad,Newley,Brad Newley,SG,77.0,6' 5'',201.0,80.0,6' 8'',102.5,8' 6.5'',29.5,31.5,11.77,3.29,3.0
2008,201193,Demetris,Nichols,Demetris Nichols,SF,78.0,6' 6'',211.0,84.25,7' 0.25'',105.0,8' 9'',28.5,32.5,10.39,3.38,16.0
2008,201149,Joakim,Noah,Joakim Noah,PF,82.0,6' 10'',223.0,85.25,7' 1.25'',106.5,8' 10.5'',32.5,37.5,11.79,3.47,12.0
2008,201141,Greg,Oden,Greg Oden,C,83.0,6' 11'',257.0,88.25,7' 4.25'',112.0,9' 4'',32.0,34.0,11.67,3.27,
2008,12225,Ivan,Radenovic,Ivan Radenovic,PF,81.0,6' 9'',226.0,83.75,6' 11.75'',106.0,8' 10'',23.0,28.0,11.61,3.6,7.0
2008,12226,JR,Reynolds,JR Reynolds,PG,72.0,6' 0'',188.0,75.25,6' 3.25'',95.0,7' 11'',27.5,34.5,11.69,3.24,15.0
2008,201181,Chris,Richard,Chris Richard,PF,79.0,6' 7'',252.0,88.5,7' 4.5'',110.5,9' 2.5'',26.5,30.5,11.39,3.29,15.0
2008,12227,Dustin,Salisbery,Dustin Salisbery,SG,75.0,6' 3'',208.0,80.0,6' 8'',100.5,8' 4.5'',34.0,38.0,11.07,3.12,11.0
2008,12228,Blake,Schilb,Blake Schilb,SG,77.0,6' 5'',214.0,81.0,6' 9'',102.5,8' 6.5'',26.5,33.5,11.63,3.36,11.0
2008,12229,Renaldas,Seibutis,Renaldas Seibutis,SG,76.0,6' 4'',185.0,80.75,6' 8.75'',101.0,8' 5'',24.0,32.5,11.33,3.39,1.0
2008,201196,Ramon,Sessions,Ramon Sessions,PG,74.0,6' 2'',185.0,76.25,6' 4.25'',97.5,8' 1.5'',29.5,33.5,11.65,3.27,8.0
2008,201203,Mustafa,Shakur,Mustafa Shakur,PG,75.0,6' 3'',185.0,77.5,6' 5.5'',99.0,8' 3'',28.5,35.0,11.82,3.27,11.0
2008,201160,Jason,Smith,Jason Smith,PF,82.75,6' 10.75'',233.0,82.75,6' 10.75'',106.0,8' 10'',33.5,37.5,10.96,3.29,15.0
2008,201199,DJ,Strawberry,DJ Strawberry,SG,75.75,6' 3.75'',199.0,78.5,6' 6.5'',101.0,8' 5'',28.5,35.0,10.87,3.14,21.0
2008,201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,6' 3.75'',207.0,79.25,6' 7.25'',100.5,8' 4.5'',30.5,35.0,11.34,3.11,14.0
2008,12230,Curtis,Sumpter,Curtis Sumpter,SF,78.0,6' 6'',227.0,81.5,6' 9.5'',104.0,8' 8'',27.5,32.5,11.3,3.22,12.0
2008,201180,Yue,Sun,Yue Sun,SF,79.75,6' 7.75'',212.0,81.0,6' 9'',105.0,8' 9'',29.0,34.0,10.68,3.45,9.0
2008,201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,5' 11.5'',168.0,74.5,6' 2.5'',93.5,7' 9.5'',28.5,33.0,11.51,3.22,7.0
2008,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',222.0,82.0,6' 10'',103.5,8' 7.5'',31.0,37.5,11.76,3.26,18.0
2008,201154,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',221.0,85.0,7' 1'',104.0,8' 8'',35.0,41.0,11.96,3.16,9.0
2008,201229,Anthony,Tolliver,Anthony Tolliver,PF,79.0,6' 7'',242.0,86.5,7' 2.5'',107.5,8' 11.5'',28.5,30.0,11.49,3.29,21.0
2008,12233,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',249.0,88.0,7' 4'',108.5,9' 0.5'',25.0,29.0,12.16,3.52,11.0
2008,12234,Kyle,Visser,Kyle Visser,C,82.0,6' 10'',242.0,83.0,6' 11'',108.0,9' 0'',26.0,29.0,12.6,3.39,18.0
2008,201208,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',241.0,87.0,7' 3'',110.0,9' 2'',26.5,31.0,11.65,3.56,14.0
2008,12235,Major,Wingate,Major Wingate,C,80.5,6' 8.5'',242.0,88.0,7' 4'',109.0,9' 1'',27.5,30.5,12.14,3.47,15.0
2008,12236,DaShaun,Wood,DaShaun Wood,PG,70.75,5' 10.75'',167.0,72.75,6' 0.75'',92.0,7' 8'',31.5,34.5,11.4,3.23,13.0
2008,201153,Julian,Wright,Julian Wright,SF-PF,78.5,6' 6.5'',211.0,86.25,7' 2.25'',108.0,9' 0'',28.5,33.5,11.48,3.36,2.0
2008,201148,Brandan,Wright,Brandan Wright,PF,80.75,6' 8.75'',200.0,87.75,7' 3.75'',108.5,9' 0.5'',30.5,35.5,11.76,3.31,2.0
2008,12237,Avis,Wyatt,Avis Wyatt,PF,80.75,6' 8.75'',212.0,85.0,7' 1'',107.0,8' 11'',27.5,32.0,11.46,3.23,12.0
2008,201146,Jianlian,Yi,Jianlian Yi,,,,,,,,,,,,,
2008,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',210.0,83.5,6' 11.5'',106.0,8' 10'',34.5,37.0,11.06,3.19,13.0
2008,201156,Nick,Young,Nick Young,SG-SF,77.0,6' 5'',206.0,84.0,7' 0'',100.5,8' 4.5'',39.5,40.5,11.0,3.25,6.0
2009,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',220.0,83.5,6' 11.5'',106.0,8' 10'',32.5,38.5,11.33,2.99,24.0
2009,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',216.0,82.75,6' 10.75'',107.0,8' 11'',28.5,30.0,12.18,3.14,12.0
2009,201571,D.J.,Augustin,D.J. Augustin,PG,70.0,5' 10'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',28.5,35.0,11.27,3.07,2.0
2009,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',204.0,75.5,6' 3.5'',97.0,8' 1'',31.0,38.0,11.26,3.07,10.0
2009,201563,Michael,Beasley,Michael Beasley,PF-SF,79.0,6' 7'',239.0,84.25,7' 0.25'',107.0,8' 11'',30.0,35.0,11.06,3.24,19.0
2009,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',184.0,77.0,6' 5'',98.0,8' 2'',24.5,29.5,10.68,3.24,9.0
2009,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,5' 10'',166.0,73.75,6' 1.75'',94.0,7' 10'',30.0,34.0,11.59,3.25,8.0
2009,12241,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',252.0,82.0,6' 10'',106.0,8' 10'',29.0,31.0,12.47,3.25,22.0
2009,201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',190.0,79.25,6' 7.25'',104.5,8' 8.5'',26.0,27.0,11.65,3.28,2.0
2009,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',201.0,78.25,6' 6.25'',97.5,8' 1.5'',29.5,34.5,11.19,3.19,21.0
2009,12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',229.6,83.25,6' 11.25'',108.0,9' 0'',24.0,26.5,11.87,3.52,9.0
2009,12243,Jamar,Butler,Jamar Butler,PG,72.25,6' 0.25'',182.0,76.75,6' 4.75'',97.0,8' 1'',,,,,15.0
2009,12244,Pat,Calathes,Pat Calathes,SF-PF,80.75,6' 8.75'',204.0,81.75,6' 9.75'',106.0,8' 10'',,,,,7.0
2009,12245,Joe,Crawford,Joe Crawford,SG,75.0,6' 3'',213.0,77.75,6' 5.75'',99.5,8' 3.5'',31.0,36.0,11.67,3.22,13.0
2009,12246,Chris,Daniels,Chris Daniels,C-PF,80.25,6' 8.25'',256.0,84.5,7' 0.5'',109.0,9' 1'',26.0,28.5,12.72,3.56,11.0
2009,201595,Joey,Dorsey,Joey Dorsey,PF-C,78.25,6' 6.25'',265.0,85.75,7' 1.75'',107.0,8' 11'',27.5,33.0,11.84,3.2,19.0
2009,12247,Marcus,Dove,Marcus Dove,SF-PF,78.75,6' 6.75'',208.0,83.5,6' 11.5'',105.0,8' 9'',27.5,33.5,11.59,3.26,10.0
2009,12248,Josh,Duncan,Josh Duncan,PF,80.0,6' 8'',230.0,83.5,6' 11.5'',104.5,8' 8.5'',28.0,32.0,12.47,3.26,26.0
2009,12249,Frank,Elegar,Frank Elegar,PF,79.25,6' 7.25'',210.0,87.25,7' 3.25'',106.0,8' 10'',33.5,37.5,11.86,3.17,11.0
2009,201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF-PF,78.0,6' 6'',224.0,84.25,7' 0.25'',97.5,8' 1.5'',35.0,42.0,11.77,3.43,2.0
2009,201814,Gary,Forbes,Gary Forbes,SG,76.5,6' 4.5'',220.5,83.25,6' 11.25'',104.5,8' 8.5'',27.5,33.5,11.45,3.25,13.0
2009,12250,Shan,Foster,Shan Foster,SG,76.0,6' 4'',194.5,83.5,6' 11.5'',103.5,8' 7.5'',30.0,33.0,12.3,3.24,10.0
2009,201592,J.R.,Giddens,J.R. Giddens,SG,76.0,6' 4'',208.0,83.25,6' 11.25'',103.0,8' 7'',,,,,10.0
2009,12251,James,Gist,James Gist,PF,79.0,6' 7'',220.0,88.0,7' 4'',107.5,8' 11.5'',30.5,35.0,11.37,3.14,5.0
2009,12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,6' 11.25'',258.0,86.5,7' 2.5'',111.5,9' 3.5'',21.5,27.0,12.4,3.33,15.0
2009,201569,Eric,Gordon,Eric Gordon,SG,74.0,6' 2'',222.0,81.0,6' 9'',99.0,8' 3'',32.0,40.0,10.81,3.01,15.0
2009,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,6' 6.75'',290.0,82.25,6' 10.25'',106.0,8' 10'',24.5,27.5,12.16,3.32,18.0
2009,201590,Donte,Greene,Donte Greene,SF-PF,80.25,6' 8.25'',221.0,82.0,6' 10'',108.0,9' 0'',27.5,31.5,11.21,3.2,2.0
2009,201612,Malik,Hairston,Malik Hairston,SG,76.25,6' 4.25'',204.0,81.0,6' 9'',103.5,8' 7.5'',30.5,38.0,11.33,3.08,13.0
2009,201614,DeVon,Hardin,DeVon Hardin,C-PF,81.5,6' 9.5'',235.0,87.0,7' 3'',109.5,9' 1.5'',29.5,32.0,11.49,3.33,20.0
2009,201613,Richard,Hendrix,Richard Hendrix,PF,78.75,6' 6.75'',250.0,87.0,7' 3'',108.0,9' 0'',26.5,28.0,10.62,3.27,13.0
2009,201588,George,Hill,George Hill,PG,73.25,6' 1.25'',181.0,81.0,6' 9'',97.5,8' 1.5'',34.0,37.5,12.2,3.07,9.0
2009,12254,Kyle,Hines,Kyle Hines,SF-PF,75.75,6' 3.75'',234.0,85.25,7' 1.25'',104.5,8' 8.5'',28.5,33.0,12.17,3.4,16.0
2009,12255,Jiri,Hubalek,Jiri Hubalek,C-PF,81.5,6' 9.5'',226.0,82.75,6' 10.75'',109.0,9' 1'',20.5,26.0,12.26,3.54,2.0
2009,201991,Lester,Hudson,Lester Hudson,PG,71.75,5' 11.75'',196.0,80.75,6' 8.75'',98.5,8' 2.5'',30.5,36.0,11.15,3.16,12.0
2009,201629,Othello,Hunter,Othello Hunter,PF-SF,78.5,6' 6.5'',220.0,87.0,7' 3'',109.5,9' 1.5'',28.0,34.5,11.51,3.18,7.0
2009,201616,Darnell,Jackson,Darnell Jackson,PF,79.0,6' 7'',240.5,83.25,6' 11.25'',106.5,8' 10.5'',27.0,31.0,11.75,3.26,11.0
2009,12256,Shawn,James,Shawn James,PF,79.75,6' 7.75'',217.0,89.0,7' 5'',111.0,9' 3'',,,,,6.0
